gene_id(stringtie),baseMean,log2FoldChange,lfcSE,pvalue,padj,Expression,Gene_Name,Gene_id(Genome)
MSTRG.6856,79446.15625,5.04627618,0.7651735,8.31E-13,6.51E-11,Up-regulated,,TOC.4T.00402
MSTRG.10838,22529.69623,5.205538046,0.996173705,2.42E-09,7.48E-08,Up-regulated,,TOC.8T.01088
MSTRG.3955,21.98156719,5.393124975,0.909222319,4.55E-11,2.26E-09,Up-regulated,,TOC.2T.00076
MSTRG.8379,35986.52949,5.488229552,0.759350614,7.84E-15,9.07E-13,Up-regulated,,TOC.5T.01526
MSTRG.8117,37359.56611,5.907264677,0.904559641,8.81E-13,6.84E-11,Up-regulated,,TOC.5T.01131
MSTRG.5688,2079.976997,5.996302895,0.866477734,6.02E-14,6.12E-12,Up-regulated,,TOC.3T.00601
MSTRG.8261,1593.907788,6.49784581,0.897317461,5.95E-15,7.03E-13,Up-regulated,,TOC.5T.01338
MSTRG.7039,23855.3224,8.675130946,1.142164338,8.42E-16,1.22E-13,Up-regulated,ApoD,TOC.4T.00815
MSTRG.3900,735.9014945,-0.997578189,0.330865304,0.000106442,0.000642651,Unchanged,,
MSTRG.2578,1454.915394,-0.993575207,0.243219828,3.46E-06,3.74E-05,Unchanged,,
MSTRG.7319,1742.530283,-0.993039486,0.360511044,0.000211232,0.001139664,Unchanged,,
MSTRG.5868,609.2918907,-0.992932786,0.233395274,1.80E-06,2.21E-05,Unchanged,,
TOC.10T.00775,7.439845936,-0.992404204,0.538393178,0.001672828,0.006528089,Unchanged,,
TOC.12T.00139,24.22758007,-0.991498301,0.448608897,0.000770144,0.003429073,Unchanged,,
MSTRG.6320,160.0404398,-0.991486979,0.361337122,0.000217195,0.001167135,Unchanged,,
MSTRG.8351,634.7187439,-0.991198183,0.227903933,1.23E-06,1.61E-05,Unchanged,,
MSTRG.4250,897.4277668,-0.990347783,0.309681744,6.41E-05,0.000419353,Unchanged,,
MSTRG.2123,245.4439813,-0.990113994,0.216450661,4.75E-07,7.10E-06,Unchanged,,
MSTRG.4040,158.2754459,-0.989155277,0.317041413,8.00E-05,0.000504506,Unchanged,,
MSTRG.10220,3689.984238,-0.988833807,0.146936515,2.66E-12,1.80E-10,Unchanged,,
MSTRG.4904,1863.446311,-0.988789671,0.349502753,0.000174941,0.000975013,Unchanged,,
MSTRG.10854,83.40740467,-0.987514269,0.292663891,3.82E-05,0.000270053,Unchanged,,
MSTRG.777,737.9528428,-0.987449602,0.102400292,9.16E-23,3.98E-20,Unchanged,,
MSTRG.5229,837.9799658,-0.984874296,0.271441884,1.72E-05,0.000140772,Unchanged,,
MSTRG.9280,566.1483205,-0.984702638,0.213917397,4.18E-07,6.31E-06,Unchanged,,
TOC.3T.00925,17.72819409,-0.984264544,0.588075543,0.002361643,0.008730857,Unchanged,,
TOC.8T.01021,24.12723921,-0.983133333,0.283471099,2.86E-05,0.000212607,Unchanged,,
MSTRG.5206,303.0446826,-0.982680025,0.172765215,1.77E-09,5.74E-08,Unchanged,,
MSTRG.7426,201.8622379,-0.98196236,0.709310767,0.003934769,0.013448814,Unchanged,,
MSTRG.5053,369.0964758,-0.980499056,0.224700019,1.15E-06,1.52E-05,Unchanged,,
MSTRG.1486,14150.77405,-0.980468484,0.12221123,1.74E-16,2.89E-14,Unchanged,,
TOC.1T.01393,26.66821064,-0.980276739,0.367670287,0.000266018,0.001391814,Unchanged,,
MSTRG.3803,25.467128,-0.97986639,0.449317777,0.000833949,0.003665452,Unchanged,,
MSTRG.6901,5067.63414,-0.978679465,0.194595151,5.76E-08,1.17E-06,Unchanged,,
MSTRG.10965,2035.450626,-0.97799447,0.202807925,1.55E-07,2.70E-06,Unchanged,,
TOC.4T.01283,17.71324533,-0.977826498,0.351094302,0.000197197,0.001077679,Unchanged,,
TOC.13T.00088,477.4445496,-0.976959771,0.267240683,1.57E-05,0.000130913,Unchanged,,
TOC.1T.00527,13.86224214,-0.97637042,0.373481281,0.000303413,0.001560051,Unchanged,,
MSTRG.8132,1505.010201,-0.975589074,0.213048777,4.63E-07,6.92E-06,Unchanged,,
TOC.7T.01089,160.9799979,-0.975179742,0.248282707,6.15E-06,6.08E-05,Unchanged,,
MSTRG.768,3511.232556,-0.975179725,0.088358966,4.53E-29,3.84E-26,Unchanged,,
MSTRG.847,353.5133177,-0.974124987,0.082700417,8.98E-33,9.62E-30,Unchanged,,
MSTRG.5219,1325.843579,-0.973837265,0.177022268,4.99E-09,1.43E-07,Unchanged,,
MSTRG.1450,501.529042,-0.973681299,0.234697238,2.70E-06,3.06E-05,Unchanged,,
MSTRG.192,313.3683201,-0.973513206,0.20551044,2.29E-07,3.77E-06,Unchanged,,
MSTRG.8070,544.7813969,-0.972352225,0.195306696,7.36E-08,1.43E-06,Unchanged,,
MSTRG.8180,235.8941459,-0.971589056,0.114736982,4.28E-18,9.18E-16,Unchanged,,
TOC.9T.00587,5.031748467,-0.970768228,0.79686778,0.005162137,0.016865847,Unchanged,,
TOC.5T.01563,8.213457243,-0.969544509,0.613859072,0.002893903,0.01036955,Unchanged,,
MSTRG.8924,246.7027236,-0.969525903,0.29353554,4.73E-05,0.000324313,Unchanged,,
MSTRG.8078,761.8955285,-0.967329419,0.244684865,5.59E-06,5.60E-05,Unchanged,,
MSTRG.2306,2000.519096,-0.96668412,0.184578952,2.02E-08,4.69E-07,Unchanged,,
MSTRG.2873,11173.66544,-0.966566348,0.140855456,1.08E-12,8.08E-11,Unchanged,,
TOC.11T.00073,12.13661425,-0.966189729,0.369789556,0.000306724,0.001575059,Unchanged,,
MSTRG.9297,95.29234232,-0.965290684,0.317775905,0.000101171,0.000617377,Unchanged,,
MSTRG.7360,21303.8869,-0.963539791,0.153078353,4.65E-11,2.30E-09,Unchanged,,
TOC.2T.02153,13.21131192,-0.962223055,0.559997159,0.002257287,0.008399135,Unchanged,,
TOC.2T.01052,62.19167345,-0.961660626,0.279764186,3.15E-05,0.000229895,Unchanged,,
MSTRG.3789,49099.54965,-0.96134301,0.160587337,3.10E-10,1.23E-08,Unchanged,,
TOC.1T.02100,40.47719398,-0.961006187,0.456565095,0.00101006,0.004296229,Unchanged,,
MSTRG.1866,2772.513494,-0.959033127,0.23056008,2.58E-06,2.95E-05,Unchanged,,
MSTRG.5754,1095.460706,-0.958864497,0.160153635,3.08E-10,1.23E-08,Unchanged,,
TOC.3T.01469,3.94102758,-0.957054607,0.653201248,0.003634134,0.01258445,Unchanged,,
MSTRG.9392,1445.154325,-0.956965536,0.27492071,2.75E-05,0.000205582,Unchanged,,
MSTRG.7006,101.4948765,-0.954410707,0.370927891,0.000341202,0.001723485,Unchanged,,
TOC.11T.00436,78.62431859,-0.953774149,0.158899365,2.81E-10,1.14E-08,Unchanged,,
MSTRG.4980,595.608243,-0.951277026,0.248752974,8.79E-06,8.08E-05,Unchanged,,
TOC.2T.02100,8.104292887,-0.951218045,0.400125814,0.000548468,0.002574679,Unchanged,,
MSTRG.437,3887.888593,-0.95095967,0.246949846,8.01E-06,7.52E-05,Unchanged,,
TOC.2T.00207,23.2182786,-0.949472143,0.59997256,0.002993507,0.010678858,Unchanged,,
MSTRG.11190,3607.074469,-0.948841151,0.175042586,7.66E-09,2.06E-07,Unchanged,,
MSTRG.1574,8443.364714,-0.948063777,0.165288125,1.34E-09,4.53E-08,Unchanged,,
MSTRG.3893,5.29556063,-0.947468876,0.815098688,0.005876411,0.018873537,Unchanged,,
MSTRG.3952,1688.022329,-0.945494079,0.229701894,3.02E-06,3.35E-05,Unchanged,,
MSTRG.9493,88.87163726,-0.945303633,0.2257825,2.30E-06,2.69E-05,Unchanged,,
MSTRG.2041,549.8621706,-0.944860631,0.199329618,2.22E-07,3.69E-06,Unchanged,,
MSTRG.1438,1922.52596,-0.943838577,0.223863746,2.05E-06,2.45E-05,Unchanged,,
MSTRG.3416,68.37904792,-0.943431387,0.27165204,2.81E-05,0.000209283,Unchanged,,
MSTRG.3622,53.2087636,-0.942673867,0.397440126,0.000559911,0.002622268,Unchanged,,
MSTRG.1056,263.0194613,-0.942141722,0.26645378,2.30E-05,0.000178069,Unchanged,,
MSTRG.4098,365.89086,-0.941598975,0.135799759,6.58E-13,5.21E-11,Unchanged,,
TOC.493T.00001,56.88786362,-0.941283541,0.415508233,0.000719281,0.003229999,Unchanged,,
MSTRG.7279,5492.251755,-0.940929303,0.209683567,6.75E-07,9.60E-06,Unchanged,,
MSTRG.6302,5856.163771,-0.940308317,0.184870333,4.28E-08,8.93E-07,Unchanged,,
TOC.14T.00296,3.508301063,-0.938006077,0.907542235,0.006999443,0.021758902,Unchanged,,
MSTRG.1245,14.62742154,-0.937370248,0.461369397,0.001223155,0.005036424,Unchanged,,
MSTRG.1879,141.1757483,-0.937185064,0.357744046,0.000307208,0.001576536,Unchanged,,
MSTRG.4413,316.1189312,-0.93438404,0.177310275,1.68E-08,4.02E-07,Unchanged,,
MSTRG.717,6671.850843,-0.933085506,0.164167053,1.79E-09,5.79E-08,Unchanged,,
MSTRG.7138,14.1610378,-0.932358899,0.448539352,0.001109843,0.004650525,Unchanged,,
MSTRG.8179,1516.327135,-0.932298237,0.176304523,1.53E-08,3.71E-07,Unchanged,,
MSTRG.5494,1490.362765,-0.930651717,0.260397658,2.02E-05,0.000161286,Unchanged,,
MSTRG.5537,7809.614433,-0.92938311,0.443176308,0.001069018,0.004506467,Unchanged,,
MSTRG.11313,372.9985685,-0.929128432,0.222071365,2.30E-06,2.69E-05,Unchanged,,
MSTRG.3666,334.4332483,-0.928643364,0.324460405,0.000164545,0.00092704,Unchanged,,
MSTRG.11024,499.9905277,-0.928595352,0.208491481,7.70E-07,1.08E-05,Unchanged,,
MSTRG.7623,237.1985664,-0.928404378,0.254671833,1.60E-05,0.000132789,Unchanged,,
TOC.4T.00497,54.38915357,-0.928118707,0.164327624,2.18E-09,6.86E-08,Unchanged,,
TOC.12T.00570,24.26485452,-0.927925998,0.325124423,0.000168157,0.000944769,Unchanged,,
MSTRG.9209,858.5474491,-0.927459822,0.334038334,0.000206456,0.001119525,Unchanged,,
MSTRG.5536,2434.626328,-0.927091338,0.484542401,0.001603111,0.006303454,Unchanged,,
TOC.5T.00309,5.440510875,-0.925709418,0.53460786,0.00234387,0.008673129,Unchanged,,
TOC.5T.00493,105.7018857,-0.925142556,0.347447153,0.000277356,0.001442218,Unchanged,,
MSTRG.4513,33214.9897,-0.923814469,0.246180982,1.11E-05,9.86E-05,Unchanged,,
MSTRG.10816,1479.517802,-0.919259975,0.174591348,1.71E-08,4.07E-07,Unchanged,,
TOC.11T.00809,33.30979441,-0.918828948,0.275219307,4.23E-05,0.000294851,Unchanged,,
TOC.7T.00656,27.86352931,-0.918514664,0.411670321,0.000796911,0.003525592,Unchanged,,
MSTRG.45,61.662546,-0.917653596,0.30281808,0.000104011,0.000632007,Unchanged,,
MSTRG.5626,820.9860018,-0.916442314,0.200510063,4.63E-07,6.92E-06,Unchanged,,
MSTRG.5,428.9990843,-0.916264648,0.170860265,1.02E-08,2.64E-07,Unchanged,,
TOC.13T.00104,6.067421434,-0.915222911,0.459003045,0.001368408,0.005519636,Unchanged,,
MSTRG.10493,1838.341091,-0.914528779,0.202770729,6.00E-07,8.65E-06,Unchanged,,
MSTRG.4638,2746.5471,-0.914323602,0.27171955,3.90E-05,0.00027508,Unchanged,,
MSTRG.3787,1781.391757,-0.912640577,0.257002335,2.16E-05,0.000169598,Unchanged,,
MSTRG.6905,80.9169901,-0.912565167,0.184718766,8.53E-08,1.62E-06,Unchanged,,
MSTRG.5624,4502.780315,-0.912552931,0.178076726,3.47E-08,7.43E-07,Unchanged,,
TOC.126T.00003,12.06634859,-0.91241712,0.325716977,0.000194392,0.001065882,Unchanged,,
TOC.3T.01967,13.33929871,-0.911781652,0.367150587,0.000438201,0.002130451,Unchanged,,
MSTRG.3623,45.73440991,-0.910073005,0.326300231,0.000200911,0.001093889,Unchanged,,
MSTRG.1841,146.5470781,-0.909943362,0.271544661,4.06E-05,0.000284987,Unchanged,,
TOC.2T.02357,80.19604864,-0.909937775,0.25430686,1.98E-05,0.000158198,Unchanged,,
MSTRG.396,6766.792297,-0.909837458,0.114075832,2.60E-16,4.27E-14,Unchanged,,
TOC.7T.00796,37.27860968,-0.908992704,0.448108436,0.001277789,0.005219083,Unchanged,,
MSTRG.2144,1400.430386,-0.908832258,0.208757578,1.15E-06,1.52E-05,Unchanged,,
MSTRG.10372,1744.990578,-0.907806625,0.219195275,2.67E-06,3.04E-05,Unchanged,,
TOC.2T.00549,13.25258212,-0.907617864,0.600754828,0.003713881,0.012799954,Unchanged,,
MSTRG.9730,2040.165749,-0.907361354,0.191536969,2.19E-07,3.65E-06,Unchanged,,
MSTRG.1671,504.2589213,-0.906866239,0.269364657,3.87E-05,0.000273202,Unchanged,,
TOC.2T.02034,21.28854491,-0.906800303,0.82110112,0.006985059,0.021722588,Unchanged,,
MSTRG.4442,1512.879057,-0.904992219,0.203102267,7.48E-07,1.05E-05,Unchanged,,
TOC.12T.00555,9.041795404,-0.904839746,0.666787459,0.004885124,0.016104783,Unchanged,,
MSTRG.10190,12.40367097,-0.904328665,0.84082747,0.007272251,0.022451023,Unchanged,,
MSTRG.9271,15230.8845,-0.903988528,0.225903699,4.51E-06,4.66E-05,Unchanged,,
MSTRG.1035,778.3964596,-0.902830803,0.187779576,1.58E-07,2.73E-06,Unchanged,,
MSTRG.2514,10702.3709,-0.902461137,0.187959283,1.62E-07,2.80E-06,Unchanged,,
TOC.12T.00563,20.82463549,-0.902086961,0.415390086,0.000930456,0.004016075,Unchanged,,
MSTRG.4567,2421.273836,-0.899525033,0.235024896,8.43E-06,7.81E-05,Unchanged,,
MSTRG.11032,163.0402946,-0.899308911,0.171809065,1.97E-08,4.59E-07,Unchanged,,
MSTRG.5321,544.0184389,-0.897873977,0.170544309,1.68E-08,4.02E-07,Unchanged,,
MSTRG.7973,1200.237911,-0.897487383,0.138010642,1.20E-11,6.94E-10,Unchanged,,
MSTRG.923,2752.460233,-0.897176419,0.177298608,4.70E-08,9.71E-07,Unchanged,,
TOC.1T.00010,465.849887,-0.896518924,0.16722553,1.01E-08,2.64E-07,Unchanged,,
MSTRG.8934,32070.34699,-0.89619915,0.207872293,1.35E-06,1.74E-05,Unchanged,,
MSTRG.7021,836.0013354,-0.896086289,0.270598402,4.56E-05,0.000314437,Unchanged,,
TOC.8T.01221,22.11463596,-0.895690761,0.491684805,0.002042297,0.007724101,Unchanged,,
MSTRG.6445,37.99163003,-0.894966451,0.289735626,8.80E-05,0.000546331,Unchanged,,
TOC.3T.01998,7.085339374,-0.894313574,0.71792444,0.005958008,0.019082241,Unchanged,,
MSTRG.8566,27.74809654,-0.894125832,0.4173911,0.001004511,0.004273757,Unchanged,,
MSTRG.781,690.6665853,-0.893870294,0.084866878,1.13E-26,8.25E-24,Unchanged,,
MSTRG.4884,385.533149,-0.89325144,0.436728011,0.00125453,0.005141556,Unchanged,,
TOC.10T.00115,1.374491433,-0.893133033,1.311614592,0.009580972,0.028197488,Unchanged,,
MSTRG.4,207.0196346,-0.89270111,0.167772439,1.25E-08,3.14E-07,Unchanged,,
MSTRG.3963,3062.553561,-0.892336924,0.191790165,3.15E-07,4.98E-06,Unchanged,,
MSTRG.5167,2678.277461,-0.892073949,0.226879654,5.76E-06,5.75E-05,Unchanged,,
TOC.2T.01913,16.98579165,-0.891504881,0.361856183,0.000466201,0.002247552,Unchanged,,
TOC.4T.01374,59.66888276,-0.890087011,0.210093409,1.81E-06,2.21E-05,Unchanged,,
TOC.13T.00232,16.66684948,-0.889980147,0.506373741,0.002358634,0.008721738,Unchanged,,
MSTRG.6455,12.95089618,-0.889413308,0.43686677,0.00128749,0.00524807,Unchanged,,
TOC.5T.00840,12.34004776,-0.888018587,0.429697183,0.001202773,0.004969268,Unchanged,,
MSTRG.374,1047.878338,-0.886336431,0.135449431,9.14E-12,5.44E-10,Unchanged,,
MSTRG.3380,255.9364435,-0.886214536,0.175069885,4.60E-08,9.54E-07,Unchanged,,
MSTRG.1662,2427.340582,-0.885840544,0.193123995,4.18E-07,6.31E-06,Unchanged,,
TOC.8T.00681,8.099197516,-0.885605403,0.581990822,0.003803952,0.013057203,Unchanged,,
MSTRG.3675,10616.68008,-0.885576516,0.228867526,7.18E-06,6.91E-05,Unchanged,,
MSTRG.11317,1130.058941,-0.884812655,0.248841303,2.10E-05,0.000165932,Unchanged,,
MSTRG.11349,727.6385086,-0.883726132,0.222893656,5.07E-06,5.15E-05,Unchanged,,
TOC.9T.00239,28.52664119,-0.883533707,0.307195083,0.000159759,0.000904438,Unchanged,,
MSTRG.3928,283.8228465,-0.883378335,0.210200873,2.05E-06,2.45E-05,Unchanged,,
MSTRG.735,6620.746402,-0.883222361,0.145589195,1.85E-10,7.83E-09,Unchanged,,
TOC.10T.00677,18.95126593,-0.882414069,0.376418856,0.000629044,0.00289544,Unchanged,,
TOC.6T.00860,20.72015885,-0.882328218,0.232404124,9.27E-06,8.46E-05,Unchanged,,
MSTRG.244,30.63899714,-0.88121109,0.328797613,0.000269982,0.001409088,Unchanged,,
MSTRG.8841,68.28013383,-0.879439719,0.429508568,0.00126877,0.005190658,Unchanged,,
MSTRG.5416,36.24050283,-0.879383202,0.701619967,0.006105779,0.019412443,Unchanged,,
TOC.1T.01958,48.97906446,-0.878367689,0.247267815,2.11E-05,0.000166845,Unchanged,,
MSTRG.10498,16795.93823,-0.876827135,0.170281985,2.95E-08,6.50E-07,Unchanged,,
MSTRG.452,902.0511999,-0.876581363,0.235322225,1.18E-05,0.000103857,Unchanged,,
TOC.1T.00705,12.21300699,-0.876039784,0.40149841,0.000932585,0.004023361,Unchanged,,
MSTRG.2437,2977.680181,-0.876009501,0.186013293,2.40E-07,3.91E-06,Unchanged,,
TOC.4T.00607,104.0263584,-0.875929012,0.197332404,7.79E-07,1.09E-05,Unchanged,,
MSTRG.3315,1581.01581,-0.875814139,0.265668565,4.73E-05,0.000324313,Unchanged,,
MSTRG.6358,2261.551487,-0.875775531,0.19250685,4.86E-07,7.24E-06,Unchanged,,
MSTRG.4853,16248.31752,-0.875139085,0.165441606,1.44E-08,3.55E-07,Unchanged,,
TOC.2T.00723,1.714345474,-0.874692433,1.101252008,0.00993383,0.029065607,Unchanged,,
MSTRG.10930,82.54900639,-0.872543616,0.340229324,0.000365251,0.001824325,Unchanged,,
TOC.5T.01097,3.780269748,-0.872504418,1.200139325,0.01017257,0.029607999,Unchanged,,
TOC.12T.00184,6.270327795,-0.871930544,0.49843728,0.00247035,0.009061408,Unchanged,,
MSTRG.9889,1198.711337,-0.870707541,0.212374057,3.01E-06,3.35E-05,Unchanged,,
MSTRG.10072,392.6148768,-0.86997031,0.097053202,5.61E-20,1.58E-17,Unchanged,,
TOC.51T.00004,2.487503143,-0.86983893,0.68064969,0.006014752,0.01919998,Unchanged,,
MSTRG.8065,148.616264,-0.868330438,0.449275037,0.001666791,0.006512434,Unchanged,,
MSTRG.6987,873.4699938,-0.867797744,0.212913305,3.29E-06,3.59E-05,Unchanged,,
MSTRG.1770,328.7609876,-0.867104273,0.202232989,1.43E-06,1.83E-05,Unchanged,,
MSTRG.4802,9657.210312,-0.865654521,0.206436063,2.09E-06,2.48E-05,Unchanged,,
MSTRG.7283,106.7218301,-0.864815755,0.125929748,1.02E-12,7.73E-11,Unchanged,,
MSTRG.9870,7155.069201,-0.864579165,0.127922437,2.15E-12,1.49E-10,Unchanged,,
TOC.5T.00464,77.33338359,-0.86424557,0.545738114,0.003516021,0.012220186,Unchanged,,
MSTRG.6382,1316.518755,-0.863905961,0.257634748,3.95E-05,0.000278356,Unchanged,,
TOC.181T.00003,2.648981352,-0.863108468,0.91692235,0.009287058,0.027498587,Unchanged,,
MSTRG.10110,297.5399955,-0.862815642,0.167731118,2.98E-08,6.54E-07,Unchanged,,
MSTRG.9523,1560.724241,-0.861424491,0.213238753,3.75E-06,3.99E-05,Unchanged,,
MSTRG.5092,1472.690845,-0.860612936,0.196533089,9.80E-07,1.33E-05,Unchanged,,
TOC.3T.01899,13.92175283,-0.860433256,0.37243837,0.000694733,0.003140265,Unchanged,,
TOC.8T.00638,3.136988065,-0.858253926,0.694603398,0.006601525,0.020737339,Unchanged,,
MSTRG.8129,18984.31183,-0.858139116,0.203531632,1.89E-06,2.30E-05,Unchanged,,
TOC.3T.00218,8.29713917,-0.856533308,0.55377672,0.003836888,0.013153407,Unchanged,,
TOC.8T.00040,25.50222882,-0.854273565,0.467398826,0.002143765,0.008053144,Unchanged,,
MSTRG.9556,2337.033144,-0.853936659,0.200302009,1.56E-06,1.96E-05,Unchanged,,
MSTRG.9901,1485.651564,-0.853796651,0.163280479,1.91E-08,4.49E-07,Unchanged,,
MSTRG.8017,158.3382968,-0.852327923,0.377388862,0.00079303,0.003512491,Unchanged,,
TOC.4T.00742,28.17838216,-0.851460839,0.276955025,9.10E-05,0.000561859,Unchanged,,
TOC.1T.00012,12.61767454,-0.851417379,0.385655986,0.00089716,0.003891162,Unchanged,,
MSTRG.193,121.1866348,-0.850547508,0.269781555,7.22E-05,0.000463328,Unchanged,,
TOC.12T.00043,6.580541376,-0.850453147,0.823449809,0.008781984,0.026308316,Unchanged,,
MSTRG.8136,5562.87674,-0.84997667,0.228997942,1.21E-05,0.000105757,Unchanged,,
MSTRG.5186,2752.16119,-0.849828854,0.194209686,9.77E-07,1.33E-05,Unchanged,,
MSTRG.3494,1593.929387,-0.849602356,0.344066969,0.000470716,0.002264563,Unchanged,,
MSTRG.5393,690.4308579,-0.848731421,0.213186015,4.59E-06,4.73E-05,Unchanged,,
MSTRG.5573,47.21057055,-0.848531267,0.308193583,0.00022384,0.001196588,Unchanged,,
MSTRG.813,1818.489261,-0.846341199,0.065674618,1.03E-38,1.38E-35,Unchanged,,
MSTRG.7665,581.1137529,-0.846177111,0.221313158,8.13E-06,7.59E-05,Unchanged,,
MSTRG.3859,25.61834594,-0.845703752,0.206593516,2.99E-06,3.33E-05,Unchanged,,
MSTRG.2463,3923.839644,-0.845573523,0.226097784,1.09E-05,9.70E-05,Unchanged,,
TOC.3T.00727,15.46844605,-0.845351641,0.399482368,0.001122392,0.004692101,Unchanged,,
MSTRG.9427,2190.291057,-0.844522459,0.190734898,7.81E-07,1.09E-05,Unchanged,,
MSTRG.2810,1072.523868,-0.844333676,0.191887083,8.76E-07,1.20E-05,Unchanged,,
MSTRG.8304,1851.872737,-0.844008596,0.195182235,1.20E-06,1.57E-05,Unchanged,,
MSTRG.9494,156.9123319,-0.843486376,0.232234079,1.57E-05,0.000131194,Unchanged,,
TOC.12T.00557,15.37871181,-0.84192554,0.448723552,0.001958457,0.007461824,Unchanged,,
TOC.5T.00050,14.964025,-0.841249262,0.312275474,0.000262802,0.001376777,Unchanged,,
MSTRG.3652,2077.427889,-0.840649229,0.197939947,1.63E-06,2.03E-05,Unchanged,,
TOC.7T.00515,5.793185431,-0.840580807,0.631348328,0.005900235,0.018942487,Unchanged,,
MSTRG.7516,675.4584647,-0.84009372,0.229905287,1.46E-05,0.000123377,Unchanged,,
MSTRG.5270,3169.234435,-0.839934375,0.21221576,4.95E-06,5.04E-05,Unchanged,,
MSTRG.11141,138.6291775,-0.839302196,0.258192471,5.35E-05,0.000360196,Unchanged,,
MSTRG.3925,498.1548815,-0.839175154,0.234840332,1.91E-05,0.000153811,Unchanged,,
MSTRG.4602,11592.77293,-0.8389285,0.160038481,1.75E-08,4.17E-07,Unchanged,,
MSTRG.7892,587.3588122,-0.838838579,0.302679639,0.00021325,0.001149005,Unchanged,,
MSTRG.2184,77.05189387,-0.838773868,0.365937516,0.000737969,0.003301353,Unchanged,,
MSTRG.1244,22.85528744,-0.838487653,0.322403179,0.000336667,0.001702716,Unchanged,,
MSTRG.11488,192.0026575,-0.838083434,0.384696344,0.000973603,0.004163189,Unchanged,,
MSTRG.7207,1274.839861,-0.838008403,0.148998225,2.27E-09,7.10E-08,Unchanged,,
MSTRG.2900,42.0725286,-0.837551831,0.467683163,0.002381455,0.008789951,Unchanged,,
MSTRG.3665,11.7940287,-0.83484706,0.536741429,0.003929076,0.013432211,Unchanged,,
TOC.3T.01984,9.937209396,-0.834837277,0.344154624,0.000529658,0.002498781,Unchanged,,
TOC.9T.01165,169.4866285,-0.833853688,0.247719854,3.72E-05,0.000264292,Unchanged,,
MSTRG.8000,3963.874341,-0.833622996,0.229560129,1.56E-05,0.000130675,Unchanged,,
MSTRG.11047,322.2938642,-0.833353552,0.168163599,7.15E-08,1.40E-06,Unchanged,,
TOC.5T.00516,20.95342957,-0.832584509,0.20232052,2.70E-06,3.06E-05,Unchanged,,
MSTRG.10752,9806.431581,-0.831781683,0.218678806,8.57E-06,7.91E-05,Unchanged,,
TOC.7T.00493,16.31038847,-0.831515631,0.366469183,0.000785347,0.003486144,Unchanged,,
MSTRG.9719,14960.32688,-0.831181711,0.123232917,2.28E-12,1.55E-10,Unchanged,,
MSTRG.9882,303.7339012,-0.831079792,0.225662772,1.31E-05,0.000112755,Unchanged,,
TOC.2T.01626,25.16292565,-0.830897431,0.522181762,0.003680352,0.012700731,Unchanged,,
MSTRG.1390,838.3961815,-0.830204107,0.222809267,1.12E-05,9.96E-05,Unchanged,,
MSTRG.4379,2476.508859,-0.829893748,0.245141171,3.49E-05,0.000250317,Unchanged,,
MSTRG.6596,330.0071543,-0.82986467,0.343514521,0.00054461,0.002559558,Unchanged,,
MSTRG.8877,10569.83574,-0.829429347,0.232282726,1.91E-05,0.000153752,Unchanged,,
MSTRG.6872,2004.337978,-0.828916574,0.143515745,9.56E-10,3.37E-08,Unchanged,,
MSTRG.746,116.5263026,-0.828418326,0.166175142,6.15E-08,1.24E-06,Unchanged,,
MSTRG.4104,833.937948,-0.827034534,0.325229928,0.000393069,0.001939769,Unchanged,,
MSTRG.214,10.72000073,-0.826873123,0.678135357,0.007310343,0.022550977,Unchanged,,
TOC.14T.00387,51.59283836,-0.826292624,0.428727784,0.001779831,0.006883838,Unchanged,,
MSTRG.9822,2574.535857,-0.825554895,0.20972438,5.26E-06,5.32E-05,Unchanged,,
MSTRG.9532,2747.084824,-0.825119945,0.145417127,1.69E-09,5.53E-08,Unchanged,,
MSTRG.11145,133.3673068,-0.824666757,0.495971273,0.00320443,0.011290117,Unchanged,,
MSTRG.6612,582.8221004,-0.824467035,0.61446688,0.006011519,0.019196266,Unchanged,,
MSTRG.5313,63.45228091,-0.824417098,0.279194113,0.000128251,0.00075229,Unchanged,,
MSTRG.1988,1982.232472,-0.823858588,0.171652758,1.46E-07,2.59E-06,Unchanged,,
MSTRG.7417,642.21458,-0.823505317,0.286684798,0.000161046,0.000909484,Unchanged,,
MSTRG.11136,1502.171438,-0.822623339,0.239008269,2.89E-05,0.000214358,Unchanged,,
TOC.1T.01534,118.5854601,-0.822534219,0.224660527,1.39E-05,0.000118732,Unchanged,,
MSTRG.10497,311.749316,-0.821547087,0.18651517,8.28E-07,1.15E-05,Unchanged,,
MSTRG.4218,1658.760943,-0.821271603,0.181911514,5.19E-07,7.68E-06,Unchanged,,
MSTRG.6086,1298.159241,-0.820475959,0.20955772,5.64E-06,5.64E-05,Unchanged,,
TOC.8T.00680,5.176361008,-0.819020883,0.533313101,0.004210745,0.014228742,Unchanged,,
MSTRG.3489,52.72911025,-0.81879356,0.620592202,0.006331573,0.020007673,Unchanged,,
TOC.1T.01674,3.621087945,-0.817395714,0.715170909,0.008370085,0.02525184,Unchanged,,
